"","phy_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld","model"
"219",219,-0.92,0.22,-1.36,-0.92,-0.49,-0.92,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"220",220,-0.57,0.22,-0.99,-0.57,-0.14,-0.57,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"221",221,-0.63,0.1,-0.83,-0.63,-0.42,-0.63,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"222",222,-0.57,0.17,-0.91,-0.57,-0.24,-0.57,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"223",223,-0.57,0.18,-0.92,-0.57,-0.22,-0.57,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"224",224,-0.57,0.2,-0.96,-0.57,-0.17,-0.57,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"225",225,-0.45,0.23,-0.9,-0.45,0.01,-0.45,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"226",226,-0.55,0.24,-1.02,-0.55,-0.07,-0.55,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"227",227,-0.65,0.13,-0.9,-0.65,-0.4,-0.65,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"228",228,-0.66,0.14,-0.93,-0.66,-0.39,-0.66,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"229",229,-0.7,0.16,-1.02,-0.7,-0.38,-0.7,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"230",230,-0.58,0.09,-0.75,-0.58,-0.4,-0.58,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"231",231,-0.6,0.09,-0.78,-0.6,-0.42,-0.6,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"232",232,-0.61,0.09,-0.79,-0.61,-0.42,-0.61,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"233",233,-0.67,0.1,-0.87,-0.67,-0.47,-0.67,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"234",234,-0.71,0.12,-0.94,-0.71,-0.48,-0.71,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"235",235,-0.73,0.18,-1.08,-0.73,-0.38,-0.73,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"236",236,-0.86,0.15,-1.15,-0.86,-0.58,-0.86,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"237",237,-0.91,0.15,-1.21,-0.91,-0.62,-0.91,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"238",238,-1.04,0.17,-1.38,-1.04,-0.7,-1.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"239",239,-1.1,0.18,-1.46,-1.1,-0.75,-1.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"240",240,-1.13,0.19,-1.5,-1.12,-0.76,-1.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"241",241,-1.17,0.22,-1.6,-1.17,-0.75,-1.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"242",242,-0.91,0.16,-1.24,-0.91,-0.6,-0.91,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"243",243,-0.83,0.23,-1.28,-0.83,-0.39,-0.83,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"244",244,-1.03,0.23,-1.49,-1.03,-0.57,-1.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"245",245,-0.76,0.14,-1.04,-0.76,-0.49,-0.76,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"246",246,-0.72,0.23,-1.16,-0.72,-0.27,-0.72,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"247",247,-0.81,0.15,-1.1,-0.8,-0.51,-0.8,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"248",248,-0.87,0.21,-1.29,-0.87,-0.46,-0.87,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"249",249,-1.24,0.25,-1.74,-1.24,-0.75,-1.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"250",250,-0.6,0.1,-0.79,-0.6,-0.4,-0.6,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"251",251,-0.6,0.11,-0.81,-0.6,-0.38,-0.6,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"252",252,-0.69,0.16,-1.01,-0.69,-0.38,-0.69,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"253",253,-0.81,0.2,-1.2,-0.81,-0.42,-0.81,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"254",254,-0.82,0.21,-1.23,-0.82,-0.41,-0.82,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"255",255,-0.84,0.23,-1.29,-0.84,-0.4,-0.84,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"256",256,-0.47,0.16,-0.79,-0.47,-0.15,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"257",257,-0.41,0.2,-0.79,-0.41,-0.02,-0.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"258",258,-0.46,0.17,-0.8,-0.46,-0.13,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"259",259,-0.45,0.2,-0.83,-0.45,-0.06,-0.45,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"260",260,-0.41,0.24,-0.87,-0.41,0.05,-0.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"261",261,-0.46,0.23,-0.91,-0.46,0,-0.46,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"262",262,-0.44,0.24,-0.91,-0.44,0.03,-0.44,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"263",263,-0.54,0.1,-0.74,-0.54,-0.34,-0.54,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"264",264,-0.45,0.13,-0.69,-0.45,-0.2,-0.45,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"265",265,-0.44,0.13,-0.69,-0.44,-0.18,-0.44,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"266",266,-0.39,0.15,-0.69,-0.39,-0.09,-0.39,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"267",267,-0.34,0.17,-0.66,-0.34,-0.01,-0.34,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"268",268,-0.36,0.19,-0.73,-0.36,0.01,-0.36,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"269",269,-0.31,0.17,-0.65,-0.31,0.02,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"270",270,-0.3,0.18,-0.65,-0.3,0.05,-0.3,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"271",271,-0.31,0.18,-0.67,-0.31,0.05,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"272",272,-0.33,0.19,-0.71,-0.33,0.05,-0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"273",273,-0.36,0.2,-0.76,-0.36,0.05,-0.36,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"274",274,-0.37,0.21,-0.78,-0.37,0.05,-0.37,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"275",275,-0.39,0.23,-0.84,-0.39,0.07,-0.39,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"276",276,-0.27,0.19,-0.64,-0.27,0.1,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"277",277,-0.25,0.2,-0.64,-0.25,0.14,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"278",278,-0.24,0.2,-0.64,-0.24,0.16,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"279",279,-0.23,0.21,-0.64,-0.23,0.18,-0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"280",280,-0.27,0.2,-0.66,-0.27,0.13,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"281",281,-0.23,0.22,-0.65,-0.23,0.2,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"282",282,-0.21,0.24,-0.69,-0.21,0.26,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"283",283,-0.14,0.22,-0.57,-0.14,0.3,-0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"284",284,-0.12,0.23,-0.57,-0.12,0.32,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"285",285,-0.4,0.16,-0.7,-0.4,-0.09,-0.4,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"286",286,-0.38,0.18,-0.74,-0.38,-0.02,-0.38,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"287",287,-0.44,0.2,-0.82,-0.44,-0.05,-0.44,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"288",288,-0.44,0.2,-0.84,-0.44,-0.05,-0.44,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"289",289,-0.43,0.23,-0.88,-0.43,0.02,-0.43,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"290",290,-0.24,0.23,-0.68,-0.24,0.2,-0.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"291",291,-0.4,0.16,-0.71,-0.4,-0.08,-0.4,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"292",292,-0.32,0.18,-0.68,-0.32,0.03,-0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"293",293,-0.32,0.18,-0.67,-0.32,0.04,-0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"294",294,-0.31,0.19,-0.68,-0.31,0.06,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"295",295,-0.31,0.2,-0.71,-0.31,0.09,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"296",296,-0.31,0.19,-0.69,-0.31,0.07,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"297",297,-0.5,0.16,-0.81,-0.5,-0.18,-0.5,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"298",298,-0.46,0.28,-1,-0.46,0.08,-0.46,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"299",299,-0.42,0.24,-0.89,-0.42,0.06,-0.42,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"300",300,-0.54,0.29,-1.09,-0.54,0.02,-0.54,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"301",301,-0.27,0.29,-0.83,-0.27,0.3,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"302",302,-0.26,0.27,-0.8,-0.26,0.27,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"303",303,-0.27,0.27,-0.8,-0.27,0.27,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"304",304,-0.27,0.28,-0.82,-0.27,0.28,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"305",305,0.16,0.31,-0.45,0.16,0.78,0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"306",306,0.16,0.32,-0.47,0.16,0.79,0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"307",307,0.13,0.43,-0.71,0.13,0.98,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"308",308,-0.47,0.14,-0.74,-0.47,-0.19,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"309",309,-0.46,0.14,-0.73,-0.46,-0.19,-0.46,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"310",310,-0.65,0.16,-0.97,-0.65,-0.33,-0.65,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"311",311,-0.85,0.16,-1.17,-0.85,-0.53,-0.85,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"312",312,-0.83,0.19,-1.22,-0.83,-0.45,-0.83,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"313",313,-0.92,0.21,-1.32,-0.92,-0.51,-0.92,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"314",314,-0.94,0.22,-1.36,-0.93,-0.51,-0.93,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"315",315,-0.94,0.22,-1.36,-0.94,-0.51,-0.94,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"316",316,-1.01,0.24,-1.48,-1.01,-0.55,-1.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"317",317,-1.03,0.16,-1.35,-1.03,-0.7,-1.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"318",318,-1.09,0.18,-1.44,-1.09,-0.75,-1.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"319",319,-1.11,0.19,-1.48,-1.11,-0.75,-1.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"320",320,-1.14,0.2,-1.53,-1.14,-0.75,-1.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"321",321,-1.17,0.22,-1.59,-1.17,-0.75,-1.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"322",322,-1.16,0.23,-1.61,-1.16,-0.71,-1.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"323",323,-1.14,0.19,-1.53,-1.14,-0.76,-1.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"324",324,-1.15,0.22,-1.58,-1.15,-0.73,-1.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"325",325,-1.16,0.23,-1.61,-1.16,-0.72,-1.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"326",326,-1.21,0.23,-1.66,-1.21,-0.77,-1.21,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"327",327,-1.22,0.24,-1.68,-1.22,-0.76,-1.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"328",328,-1.06,0.17,-1.4,-1.06,-0.73,-1.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"329",329,-1.09,0.18,-1.45,-1.09,-0.74,-1.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"330",330,-1.15,0.19,-1.52,-1.14,-0.77,-1.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"331",331,-1.23,0.2,-1.62,-1.23,-0.84,-1.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"332",332,-1.28,0.22,-1.71,-1.28,-0.86,-1.28,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"333",333,-1.24,0.2,-1.63,-1.24,-0.84,-1.24,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"334",334,-1.25,0.21,-1.67,-1.25,-0.84,-1.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"335",335,-1.1,0.2,-1.5,-1.1,-0.7,-1.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"336",336,-1.1,0.23,-1.55,-1.1,-0.66,-1.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"337",337,-0.51,0.18,-0.86,-0.51,-0.15,-0.51,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"338",338,-0.43,0.2,-0.82,-0.43,-0.05,-0.43,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"339",339,-0.43,0.2,-0.81,-0.43,-0.05,-0.43,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"340",340,-0.3,0.26,-0.81,-0.3,0.21,-0.3,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"341",341,-0.25,0.24,-0.72,-0.25,0.22,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"342",342,-0.64,0.25,-1.14,-0.64,-0.14,-0.64,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"343",343,-0.47,0.21,-0.88,-0.47,-0.07,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"344",344,-0.5,0.23,-0.94,-0.5,-0.05,-0.5,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"345",345,-0.31,0.25,-0.8,-0.31,0.2,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"346",346,-0.44,0.14,-0.71,-0.44,-0.18,-0.44,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"347",347,-0.44,0.14,-0.71,-0.44,-0.18,-0.44,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"348",348,-0.35,0.16,-0.65,-0.35,-0.04,-0.35,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"349",349,-0.29,0.18,-0.64,-0.29,0.06,-0.29,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"350",350,-0.22,0.19,-0.59,-0.22,0.15,-0.22,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"351",351,-0.23,0.19,-0.61,-0.23,0.15,-0.23,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"352",352,-0.15,0.21,-0.57,-0.15,0.26,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"353",353,-0.16,0.21,-0.57,-0.16,0.26,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"354",354,-0.16,0.21,-0.58,-0.16,0.26,-0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"355",355,-0.15,0.22,-0.58,-0.15,0.29,-0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"356",356,-0.13,0.22,-0.56,-0.13,0.29,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"357",357,-0.13,0.22,-0.56,-0.13,0.31,-0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"358",358,-0.31,0.22,-0.74,-0.31,0.11,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"359",359,-0.31,0.23,-0.77,-0.31,0.14,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"360",360,-0.28,0.25,-0.78,-0.28,0.21,-0.28,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"361",361,-0.09,0.21,-0.5,-0.09,0.32,-0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"362",362,-0.17,0.24,-0.65,-0.17,0.31,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"363",363,0.01,0.22,-0.42,0.01,0.44,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"364",364,0.08,0.23,-0.37,0.08,0.52,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"365",365,0.08,0.23,-0.36,0.08,0.53,0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"366",366,0.09,0.23,-0.37,0.09,0.55,0.09,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"367",367,-0.33,0.19,-0.71,-0.33,0.04,-0.33,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"368",368,-0.34,0.19,-0.71,-0.34,0.04,-0.34,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"369",369,-0.32,0.2,-0.73,-0.32,0.08,-0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"370",370,-0.18,0.25,-0.67,-0.18,0.3,-0.19,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"371",371,-0.37,0.23,-0.83,-0.37,0.08,-0.37,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"372",372,-0.37,0.24,-0.83,-0.37,0.1,-0.37,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"373",373,-0.38,0.21,-0.8,-0.38,0.03,-0.38,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"374",374,-0.39,0.23,-0.83,-0.39,0.05,-0.39,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"375",375,-0.41,0.24,-0.89,-0.41,0.06,-0.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"376",376,-0.4,0.22,-0.85,-0.4,0.04,-0.4,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"377",377,-0.4,0.24,-0.87,-0.4,0.07,-0.4,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"378",378,-0.35,0.25,-0.83,-0.35,0.14,-0.35,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"379",379,-0.11,0.19,-0.48,-0.11,0.26,-0.11,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"380",380,-0.04,0.19,-0.41,-0.04,0.33,-0.04,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"381",381,0,0.19,-0.38,0,0.38,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"382",382,0,0.2,-0.39,0,0.4,0,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"383",383,0.05,0.24,-0.42,0.05,0.51,0.05,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"384",384,0.12,0.26,-0.38,0.12,0.63,0.12,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"385",385,0.03,0.24,-0.45,0.03,0.51,0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"386",386,-0.01,0.22,-0.43,-0.01,0.42,-0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"387",387,-0.02,0.22,-0.45,-0.02,0.41,-0.02,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"388",388,-0.03,0.22,-0.47,-0.03,0.4,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"389",389,-0.07,0.23,-0.53,-0.07,0.39,-0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"390",390,-0.08,0.24,-0.54,-0.08,0.39,-0.08,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"391",391,0.07,0.25,-0.42,0.07,0.56,0.07,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"392",392,0.1,0.23,-0.36,0.1,0.56,0.1,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"393",393,0.15,0.25,-0.33,0.15,0.63,0.15,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"394",394,0.16,0.25,-0.33,0.16,0.65,0.16,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"395",395,0.01,0.2,-0.38,0.01,0.41,0.01,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"396",396,-0.03,0.23,-0.48,-0.03,0.41,-0.03,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"397",397,-0.06,0.24,-0.53,-0.06,0.41,-0.06,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"398",398,0.13,0.23,-0.31,0.13,0.57,0.13,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"399",399,0.17,0.24,-0.3,0.17,0.65,0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"400",400,-0.41,0.14,-0.7,-0.41,-0.13,-0.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"401",401,-0.42,0.17,-0.75,-0.42,-0.08,-0.42,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"402",402,-0.47,0.17,-0.81,-0.47,-0.14,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"403",403,-0.52,0.18,-0.86,-0.52,-0.17,-0.52,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"404",404,-0.52,0.18,-0.86,-0.52,-0.17,-0.52,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"405",405,-0.53,0.17,-0.87,-0.53,-0.19,-0.53,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"406",406,-0.53,0.17,-0.87,-0.53,-0.19,-0.53,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"407",407,-0.53,0.17,-0.87,-0.53,-0.19,-0.53,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"408",408,-0.53,0.17,-0.88,-0.53,-0.19,-0.53,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"409",409,-0.52,0.18,-0.87,-0.52,-0.17,-0.52,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"410",410,-0.51,0.19,-0.89,-0.51,-0.13,-0.51,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"411",411,-0.56,0.2,-0.96,-0.56,-0.16,-0.56,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"412",412,-0.54,0.2,-0.93,-0.54,-0.15,-0.54,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"413",413,-0.63,0.21,-1.03,-0.63,-0.22,-0.63,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"414",414,-0.68,0.21,-1.1,-0.68,-0.27,-0.68,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"415",415,-0.69,0.21,-1.11,-0.69,-0.27,-0.69,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"416",416,-0.32,0.2,-0.7,-0.32,0.06,-0.32,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"417",417,-0.3,0.21,-0.71,-0.31,0.1,-0.31,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"418",418,-0.27,0.26,-0.78,-0.27,0.24,-0.27,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"419",419,-0.26,0.25,-0.74,-0.26,0.23,-0.26,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"420",420,-0.25,0.23,-0.7,-0.25,0.21,-0.25,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"421",421,-0.39,0.16,-0.69,-0.39,-0.08,-0.39,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"422",422,-0.41,0.18,-0.76,-0.41,-0.06,-0.41,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"423",423,-0.35,0.28,-0.89,-0.35,0.19,-0.35,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"424",424,-0.19,0.21,-0.6,-0.2,0.22,-0.2,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"425",425,0.14,0.28,-0.41,0.14,0.68,0.14,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"426",426,-0.47,0.19,-0.85,-0.47,-0.1,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"427",427,-0.49,0.19,-0.88,-0.49,-0.11,-0.49,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"428",428,-0.36,0.26,-0.86,-0.36,0.14,-0.36,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"429",429,-0.38,0.26,-0.89,-0.38,0.13,-0.38,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"430",430,-0.82,0.23,-1.28,-0.82,-0.37,-0.82,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"431",431,-0.94,0.26,-1.45,-0.94,-0.44,-0.94,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"432",432,-0.83,0.24,-1.29,-0.83,-0.37,-0.83,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"433",433,-0.88,0.26,-1.38,-0.88,-0.37,-0.87,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"434",434,-0.17,0.27,-0.7,-0.17,0.36,-0.17,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"435",435,-0.54,0.15,-0.85,-0.54,-0.24,-0.54,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"436",436,-0.47,0.19,-0.84,-0.47,-0.1,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"437",437,-0.47,0.19,-0.84,-0.47,-0.1,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
"438",438,-0.47,0.21,-0.89,-0.47,-0.06,-0.47,0,"Phylogenetic+Spatial: local+L1 speakers (linear)"
